id;title;buyer;country;cpv_codes;deadline;status;publication_date;source_url;source
68528-2016;Lussemburgo-Lussemburgo: BEI - Analisi del divario di mercato per servizi di consulenza nell’ambito del polo europeo di consulenza sugli investimenti («PECI»);European Investment Bank;LUX;79111000;;Unknown;2016-03-01+01:00;https://ted.europa.eu/it/notice/-/detail/68528-2016;TED
68538-2016;Belgio-Bruxelles: Studi vari;Commissione europea, Directorate-General for Communications Networks, Content and Technology;BEL;79419000;;Unknown;2016-03-01+01:00;https://ted.europa.eu/it/notice/-/detail/68538-2016;TED
69624-2016;Italia-Milano: Servizi di consulenza di gestione finanziaria;Giunta Regionale della Lombardia;ITA;79412000;2016-04-18;Closed;2016-03-01+01:00;https://ted.europa.eu/it/notice/-/detail/69624-2016;TED
69683-2016;Belgio-Anversa: Servizi architettonici, di costruzione, ingegneria e ispezione;Departement Mobiliteit en Openbare Werken — Afdeling Maritieme Toegang;BEL;79420000;2016-04-19;Closed;2016-03-01+01:00;https://ted.europa.eu/it/notice/-/detail/69683-2016;TED
69818-2016;Italia-Roma: Servizi generali di consulenza gestionale;Presidenza del Consiglio dei Ministri — Dipartimento della Funzione Pubblica;ITA;79411000;;Unknown;2016-03-01+01:00;https://ted.europa.eu/it/notice/-/detail/69818-2016;TED
70158-2016;Belgio-Bruxelles: Avviso di preinformazione della direzione generale dell’Ambiente (ENV) per il 2016;Commissione europea, Directorate-General for the Environment, Unit SRD.2 — Finance;BEL;79400000;;Unknown;2016-03-02+01:00;https://ted.europa.eu/it/notice/-/detail/70158-2016;TED
71168-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;SPP Intégration sociale;BEL;79000000;2016-04-12;Closed;2016-03-02+01:00;https://ted.europa.eu/it/notice/-/detail/71168-2016;TED
71461-2016;Italia-Cagliari: Servizi generali di consulenza gestionale;Regione Autonoma della Sardegna — Centro Regionale di Programmazione;ITA;79411000;;Unknown;2016-03-02+01:00;https://ted.europa.eu/it/notice/-/detail/71461-2016;TED
71462-2016;Italia-Solopaca: Apparecchi fotografici per il controllo della velocità;Comune di Solopaca;ITA;79112000;;Unknown;2016-03-02+01:00;https://ted.europa.eu/it/notice/-/detail/71462-2016;TED
72037-2016;Belgio-Bruxelles: Natura giuridica delle quote del sistema ETS dell'UE;Commissione europea, Directorate-General for Climate Action, SRD.2 — Finance;BEL;79111000;2016-04-18;Closed;2016-03-03+01:00;https://ted.europa.eu/it/notice/-/detail/72037-2016;TED
72778-2016;Italia-Prato: Servizi di consulenza commerciale e di gestione e servizi connessi;Comune di Prato — Servizio Gare Provveditorato e Contratti;ITA;79400000;;Unknown;2016-03-03+01:00;https://ted.europa.eu/it/notice/-/detail/72778-2016;TED
73028-2016;Territori palestinesi-Ramallah: ENPI — Sostegno all'attuazione dei programmi Pegase di sostegno finanziario diretto all'Autorità palestinese («Pegase DFS»): servizi di verifica e valutazione a priori;Unione europea;PSE;79420000;2016-03-30;Closed;2016-03-04+01:00;https://ted.europa.eu/it/notice/-/detail/73028-2016;TED
73032-2016;Belgio-Bruxelles: Seguito dello studio sul sostegno relativo alle «interfacce per l'accesso ai servizi e alle risorse dei veicoli» (piattaforma di bordo aperta);Commissione europea, Directorate-General for Mobility and Transport, Directorate C: Innovative and Sustainable Mobility;BEL;79410000;2016-03-18;Closed;2016-03-04+01:00;https://ted.europa.eu/it/notice/-/detail/73032-2016;TED
74125-2016;Belgio-Merelbeke: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Afdeling Bovenschelde;BEL;79000000;2016-04-21;Closed;2016-03-04+01:00;https://ted.europa.eu/it/notice/-/detail/74125-2016;TED
74973-2016;Lussemburgo-Lussemburgo: BEI - Assistenza alla logistica connessa con la sistemazione degli uffici e lo spostamento di persone;Banca europea per gli investimenti;LUX;79419000, 79420000, 79421100;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/74973-2016;TED
74978-2016;Belgio-Bruxelles: Studio: «castrazione dei suini: metodi di anestesia e analgesia per tutti i suini e altre alternative per i suini utilizzati nei prodotti tradizionali»;Commissione europea;BEL;79419000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/74978-2016;TED
74982-2016;Belgio-Bruxelles: Assicurazione della qualità nel monitoraggio orientato ai risultati (monitoraggio orientato ai risultati di progetti e programmi finanziati dall'Unione europea);Commissione europea, Directorate-General for International Cooperation and Development;BEL;79420000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/74982-2016;TED
76151-2016;Italia-Acireale: Servizi di pubbliche relazioni;Comune di Acireale;ITA;79416000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76151-2016;TED
76159-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Afdeling Toezicht;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76159-2016;TED
76160-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Inspectie RWO;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76160-2016;TED
76161-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Inspectie RWO;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76161-2016;TED
76162-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Inspectie RWO;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76162-2016;TED
76163-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Inspectie RWO;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76163-2016;TED
76164-2016;Belgio-Bruxelles: Servizi di rappresentanza legale;Inspectie RWO;BEL;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76164-2016;TED
76165-2016;Italia-Bologna: Servizi di rappresentanza legale;Azienda USL di Bologna;ITA;79112000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76165-2016;TED
76265-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Ondernemersplatform Limburg;BEL;79410000;2016-04-18;Closed;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76265-2016;TED
76506-2016;Belgio-Bruxelles: Consulenza nel campo della ricerca e dello sviluppo;Service public régional de Bruxelles, Bruxelles Mobilité;BEL;79140000, 79400000;2016-04-12;Closed;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76506-2016;TED
76805-2016;Belgio-Willebroek: Servizi di consulenza in materia di sicurezza;Afdeling Zeekanaal;BEL;79417000;;Unknown;2016-03-05+01:00;https://ted.europa.eu/it/notice/-/detail/76805-2016;TED
77308-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'Asia;Unione europea;BEL;79410000;2016-04-11;Closed;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/77308-2016;TED
77310-2016;Belgio-Bruxelles: DCI — Assistenza tecnica allo strumento di dialogo regionale UE-ASEAN rafforzato (E-READI);Unione europea;BEL;79411000;2016-04-12;Closed;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/77310-2016;TED
78156-2016;Italia-Roma: Servizi connessi alla gestione;Regione Lazio Direzione Regionale Formazione, Ricerca e Innovazione Scuola e Università, Diritto allo Studio;ITA;79420000;2016-04-29;Closed;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/78156-2016;TED
78230-2016;Belgio-Lovanio: Servizi di pubblica amministrazione;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Vlaams-Brabant;BEL;79416000, 79416100, 79416200;;Unknown;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/78230-2016;TED
78404-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Alliance nationale des mutualités chrétiennes;BEL;79000000, 79300000;2016-04-11;Closed;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/78404-2016;TED
78410-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Direction Facilities;BEL;79000000, 79211100;2016-04-26;Closed;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/78410-2016;TED
78796-2016;Italia-Firenze: Servizi generali di consulenza gestionale;Regione Toscana — Direzione Generale della Giunta Regionale — Settore autorità di gestione del POR FSE;ITA;79411000;;Unknown;2016-03-08+01:00;https://ted.europa.eu/it/notice/-/detail/78796-2016;TED
80767-2016;Belgio-Bruxelles: Appalto di servizi riguardante una selezione finanziaria di progetti nell'ambito dell'iniziativa sulla connettività del gas dell’Europa meridionale, centrale e orientale (CESEC);Commissione europea;BEL;79412000;2016-04-12;Closed;2016-03-10+01:00;https://ted.europa.eu/it/notice/-/detail/80767-2016;TED
81473-2016;Belgio-Gand: Servizi di consulenza in materia di sicurezza;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Oost-Vlaanderen;BEL;79417000;;Unknown;2016-03-10+01:00;https://ted.europa.eu/it/notice/-/detail/81473-2016;TED
81542-2016;Belgio-Bruxelles: Servizi pubblicitari e di marketing;SMALS;BEL;79416200;2016-04-18;Closed;2016-03-10+01:00;https://ted.europa.eu/it/notice/-/detail/81542-2016;TED
81583-2016;Italia-Milano: Servizi di consulenza di gestione finanziaria;Giunta Regionale della Lombardia;ITA;79412000;2016-04-26;Closed;2016-03-10+01:00;https://ted.europa.eu/it/notice/-/detail/81583-2016;TED
82084-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — India;Unione europea;BEL;79410000;2016-04-19;Closed;2016-03-11+01:00;https://ted.europa.eu/it/notice/-/detail/82084-2016;TED
82089-2016;Belgio-Bruxelles: Contratto quadro per l'audit di verifica del sistema di gestione ambientale EMAS e la convalida delle dichiarazioni ambientali della Commissione europea per gli anni 2016–2019;Commissione europea, Directorate-General for Human Resources and Security, Unit R3 — Finance, Procurement and Internal Control;BEL;79132000;2016-04-13;Closed;2016-03-11+01:00;https://ted.europa.eu/it/notice/-/detail/82089-2016;TED
82093-2016;Belgio-Bruxelles: Studio volto a sostenere la preparazione di una valutazione d'impatto delle iniziative politiche dell'UE in materia di documenti di identità e di soggiorno per agevolare l'esercizio del diritto alla libera circolazione;Commissione europea, Directorate-General for Justice and Consumers, Unit JUST/A4 Programme Management;BEL;79100000, 79140000, 79419000;;Unknown;2016-03-11+01:00;https://ted.europa.eu/it/notice/-/detail/82093-2016;TED
83941-2016;Belgio-Bruxelles: Il ruolo dei Fondi strutturali e d'investimento europei nel finanziare i progetti di «cloud computing» — SMART 2015/0014;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate E, Unit E2: Software and Services, Cloud;BEL;79419000;;Unknown;2016-03-12+01:00;https://ted.europa.eu/it/notice/-/detail/83941-2016;TED
84943-2016;Belgio-Lovanio: Servizi di consulenza in materia di sicurezza;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Vlaams-Brabant;BEL;79417000;2016-04-11;Closed;2016-03-12+01:00;https://ted.europa.eu/it/notice/-/detail/84943-2016;TED
86090-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'America del Nord;Unione europea;BEL;79410000;2016-03-23;Closed;2016-03-15+01:00;https://ted.europa.eu/it/notice/-/detail/86090-2016;TED
86093-2016;Tunisia-Tunisi: ENI — Assistenza tecnica principale per il programma di sostegno ai media in Tunisia;Centro africano di perfezionamento dei giornalisti e comunicatori (CAPJC), potere delegato dalla presidenza del governo della Repubblica tunisina;TUN;79400000;;Unknown;2016-03-15+01:00;https://ted.europa.eu/it/notice/-/detail/86093-2016;TED
89708-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;Infrabel SA — procurement, division I-FBA.51;BEL;79400000;2016-04-18;Closed;2016-03-16+01:00;https://ted.europa.eu/it/notice/-/detail/89708-2016;TED
90799-2016;Italia-Cagliari: Servizi di sviluppo di software;Regione Autonoma della Sardegna — Direzione generale affari generali e società dell'informazione — Servizio dei sistemi informativi regionali di base e applicativi del sistema Regione;ITA;79410000;;Unknown;2016-03-17+01:00;https://ted.europa.eu/it/notice/-/detail/90799-2016;TED
91031-2016;Lussemburgo-Luxembourg: enerGplan GEIE, Energie General planer;enerGplan GEIE, Energie General planer;LUX;79100000;;Unknown;2016-03-17+01:00;https://ted.europa.eu/it/notice/-/detail/91031-2016;TED
92139-2016;Belgio-Bruxelles: Servizi di certificazione della firma elettronica;SPF ICT;BEL;79132100;2016-05-10;Closed;2016-03-18+01:00;https://ted.europa.eu/it/notice/-/detail/92139-2016;TED
92338-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;SPF Personnel et Organisation DG Organisation;BEL;79400000;;Unknown;2016-03-18+01:00;https://ted.europa.eu/it/notice/-/detail/92338-2016;TED
92609-2016;Lussemburgo-Luxembourg: PROgroup GEIE Consulting Engineers;PROgroup GEIE Consulting Engineers;LUX;79100000;;Unknown;2016-03-18+01:00;https://ted.europa.eu/it/notice/-/detail/92609-2016;TED
94343-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;RTBF;BEL;79400000;2016-04-26;Closed;2016-03-19+01:00;https://ted.europa.eu/it/notice/-/detail/94343-2016;TED
95196-2016;Belgio-Bruxelles: Contratto quadro relativo all'assistenza amministrativa, tecnica e giuridica per l'attuazione delle politiche e degli strumenti della governance ambientale;Commissione europea, Directorate-General for the Environment, SRD.2 — Finance;BEL;90700000;2016-05-10;Closed;2016-03-22+01:00;https://ted.europa.eu/it/notice/-/detail/95196-2016;TED
96678-2016;Italia-Milano: Servizi di consulenza di gestione finanziaria;Giunta Regionale della Lombardia;ITA;79412000;;Unknown;2016-03-22+01:00;https://ted.europa.eu/it/notice/-/detail/96678-2016;TED
97007-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'America del Nord;Unione europea;BEL;79410000;;Unknown;2016-03-23+01:00;https://ted.europa.eu/it/notice/-/detail/97007-2016;TED
97021-2016;Belgio-Bruxelles: UCA-15/066 — Prestazione di servizi per i centri di sviluppo e valutazione del personale e servizi di consulenza relativi alle politiche di gestione delle carriere, compresi i quadri di competenze;Consiglio dell'Unione europea, General Secretariat;BEL;79419000;2016-04-30;Closed;2016-03-23+01:00;https://ted.europa.eu/it/notice/-/detail/97021-2016;TED
97025-2016;Belgio-Bruxelles: Studio a sostegno della valutazione dell'applicazione del regolamento (UE, Euratom) n. 883/2013 del Parlamento europeo e del Consiglio, dell'11.9.2013, relativo alle indagini svolte dall'Ufficio europeo per la lotta antifrode (OLAF) e che abroga il regolamento (CE) n. 1073/1999 del Parlamento europeo e del Consiglio e il regolamento (Euratom) n. 1074/1999 del Consiglio;Commissione europea, European Anti-Fraud Office (OLAF);BEL;79419000;2016-04-27;Closed;2016-03-23+01:00;https://ted.europa.eu/it/notice/-/detail/97025-2016;TED
97932-2016;Belgio-Aalst: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;VZW BEA;BEL;79000000;2016-04-21;Closed;2016-03-23+01:00;https://ted.europa.eu/it/notice/-/detail/97932-2016;TED
98475-2016;Belgio-Anversa: Servizi di consulenza commerciale e di gestione;Beheersmaatschappij Antwerpen Mobiel;BEL;79410000;;Unknown;2016-03-23+01:00;https://ted.europa.eu/it/notice/-/detail/98475-2016;TED
100512-2016;Belgio-Bruxelles: Seminari/visite di studio ad hoc per i funzionari/responsabili politici dei paesi partner commerciali per supportare la politica sanitaria e fitosanitaria;"TRADE D Sustainable Development; Economic Partnership Agreements — African, Caribbean and Pacific; Agri-food and Fisheries";BEL;79417000;;Unknown;2016-03-25+01:00;https://ted.europa.eu/it/notice/-/detail/100512-2016;TED
100515-2016;Belgio-Bruxelles: Prestazione di servizi di oratori esterni per la presentazione di informazioni ai gruppi che visitano il centro visite della Commissione europea a Bruxelles — PO/2015-18/C4;Commissione europea, Directorate-General for Communication, Unit C4 — Visitors' Centre;BEL;79420000;;Unknown;2016-03-25+01:00;https://ted.europa.eu/it/notice/-/detail/100515-2016;TED
101752-2016;Lussemburgo-Lussemburgo: Servizi di consulenza di valutazione;Direction de la coopération au développement et de l'action humanitaire;LUX;79419000;2016-05-02;Closed;2016-03-25+01:00;https://ted.europa.eu/it/notice/-/detail/101752-2016;TED
101778-2016;Italia-Roma: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Agenzia delle Entrate Direzione Centrale Amministrazione Pianificazione e Controllo;ITA;72000000, 79000000, 79800000;2016-05-10;Closed;2016-03-25+01:00;https://ted.europa.eu/it/notice/-/detail/101778-2016;TED
102527-2016;Belgio-Bruxelles: SRB/OP/1/2015 Lotto 3 — Prestazione di servizi di consulenza contabile, valutazione economica e finanziaria nonché consulenza giuridica;Comitato di risoluzione unico;BEL;79110000, 79140000;;Unknown;2016-03-26+01:00;https://ted.europa.eu/it/notice/-/detail/102527-2016;TED
102534-2016;Belgio-Bruxelles: Piattaforma di rete per sviluppo minerario UE–America latina;Unione europea;BEL;79400000;;Unknown;2016-03-26+01:00;https://ted.europa.eu/it/notice/-/detail/102534-2016;TED
102550-2016;Belgio-Bruxelles: Studio a sostegno della valutazione dell'applicazione del regolamento (UE, Euratom) n. 883/2013 del Parlamento europeo e del Consiglio, dell'11.9.2013, relativo alle indagini svolte dall'Ufficio europeo per la lotta antifrode (OLAF) e che abroga il regolamento (CE) n. 1073/1999 del Parlamento europeo e del Consiglio e il regolamento (Euratom) n. 1074/1999 del Consiglio;Commissione europea, European Anti-Fraud Office (OLAF);BEL;79419000;2016-05-10;Closed;2016-03-26+01:00;https://ted.europa.eu/it/notice/-/detail/102550-2016;TED
104870-2016;Italia-Trento: Servizi di consulenza e informazione giuridica;Provincia Autonoma di Trento — Agenzia Provinciale per gli Appalti e contratti — Servizio appalti — Ufficio gare;ITA;79140000;2016-04-26;Closed;2016-03-26+01:00;https://ted.europa.eu/it/notice/-/detail/104870-2016;TED
106263-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'America latina;Unione europea;BEL;79410000;2016-04-29;Closed;2016-03-30+02:00;https://ted.europa.eu/it/notice/-/detail/106263-2016;TED
107761-2016;Belgio-Bruxelles: Servizi di assistenza relativi alla grande coalizione per l'occupazione nel digitale — SMART 2015/1092;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate F: Digital Economy and Coordination, Unit F4 — European Semester and Knowledge Base;BEL;79400000;2016-05-03;Closed;2016-03-31+02:00;https://ted.europa.eu/it/notice/-/detail/107761-2016;TED
107762-2016;Belgio-Bruxelles: Mercato del partenariato europeo per l'innovazione sulle città e comunità intelligenti;Commissione europea, Directorate-General for Energy;BEL;79400000;2016-05-20;Closed;2016-03-31+02:00;https://ted.europa.eu/it/notice/-/detail/107762-2016;TED
108586-2016;Italia-Collegno: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Azienda Sanitaria Locale TO 3 — Regione Piemonte;ITA;79000000, 79620000;2016-05-30;Closed;2016-03-31+02:00;https://ted.europa.eu/it/notice/-/detail/108586-2016;TED
108861-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Locate in Limburg VZW;BEL;79410000;;Unknown;2016-03-31+02:00;https://ted.europa.eu/it/notice/-/detail/108861-2016;TED
108932-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Locate in Limburg VZW;BEL;79410000;;Unknown;2016-03-31+02:00;https://ted.europa.eu/it/notice/-/detail/108932-2016;TED
111223-2016;Belgio-Malines: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Stad Mechelen;BEL;66171000, 79000000;;Unknown;2016-04-01+02:00;https://ted.europa.eu/it/notice/-/detail/111223-2016;TED
111731-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'America del Nord;Unione europea;BEL;79410000;2016-05-09;Closed;2016-04-02+02:00;https://ted.europa.eu/it/notice/-/detail/111731-2016;TED
111739-2016;Belgio-Bruxelles: Appalto di servizi relativo al sostegno alla piattaforma europea per la lotta al lavoro sommerso;Commissione europea, Directorate-General for Employment, Social Affairs and Inclusion;BEL;79410000;2016-06-10;Closed;2016-04-02+02:00;https://ted.europa.eu/it/notice/-/detail/111739-2016;TED
114035-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — India;Unione europea;BEL;79410000;2016-05-02;Closed;2016-04-05+02:00;https://ted.europa.eu/it/notice/-/detail/114035-2016;TED
115096-2016;Belgio-Lovanio: Servizi di consulenza in materia di sicurezza;Mobiliteit en Openbare Werken, Agentschap Wegen en Verkeer, Afdeling Vlaams-Brabant;BEL;79417000;2016-04-18;Closed;2016-04-05+02:00;https://ted.europa.eu/it/notice/-/detail/115096-2016;TED
115364-2016;Belgio-Hasselt: Servizi di consulenza commerciale e di gestione;Locate in Limburg VZW;BEL;79410000;2016-05-25;Closed;2016-04-05+02:00;https://ted.europa.eu/it/notice/-/detail/115364-2016;TED
115884-2016;Italia-Roma: Servizi generali di consulenza gestionale;Ministero dell'Istruzione, dell'Università e della Ricerca — Dip per la programmazione e la gestione delle risorse umane, finanziarie e strumentali DG per interventi in materia di edilizia scolastica, per la gestione dei fondi strutturali per l'istruzione;ITA;79411000;;Unknown;2016-04-05+02:00;https://ted.europa.eu/it/notice/-/detail/115884-2016;TED
117154-2016;Belgio-Anversa: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Antwerpen;BEL;79000000;2016-05-17;Closed;2016-04-06+02:00;https://ted.europa.eu/it/notice/-/detail/117154-2016;TED
117474-2016;Italia-Milano: Servizi di consulenza e informazione giuridica;Comune di Milano;ITA;79140000;;Unknown;2016-04-06+02:00;https://ted.europa.eu/it/notice/-/detail/117474-2016;TED
118662-2016;Belgio-Bruxelles: Servizi di certificazione della firma elettronica;SPF ICT;BEL;79132100;2016-05-10;Closed;2016-04-07+02:00;https://ted.europa.eu/it/notice/-/detail/118662-2016;TED
118766-2016;Italia-Pavia: Servizi assicurativi;Comune di Pavia — Settore Personale, Affari Legali, Appalti e Contratti, Istruzione e Politiche Giovanili — Servizio Affari Legali, Appalti Contratti e Assicurazioni;ITA;66510000;2016-05-23;Closed;2016-04-07+02:00;https://ted.europa.eu/it/notice/-/detail/118766-2016;TED
119314-2016;Belgio-Bruxelles: Un migliore prototipo di interfaccia unica nazionale;Commissione europea, Directorate-General for Mobility and Transport, Directorate D: Logistics, Maritime and Land Transport and Passenger Rights;BEL;79410000;;Unknown;2016-04-08+02:00;https://ted.europa.eu/it/notice/-/detail/119314-2016;TED
120557-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Coopération technique belge;BEL;79000000;2016-05-17;Closed;2016-04-08+02:00;https://ted.europa.eu/it/notice/-/detail/120557-2016;TED
121027-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Agence du stationnement;BEL;79000000;;Unknown;2016-04-08+02:00;https://ted.europa.eu/it/notice/-/detail/121027-2016;TED
121424-2016;Belgio-Bruxelles: Consulenza legale in materia di proprietà intellettuale;Commissione europea, Joint Research Centre (JRC) — Resources;BEL;79100000, 79110000, 79120000;2016-05-20;Closed;2016-04-09+02:00;https://ted.europa.eu/it/notice/-/detail/121424-2016;TED
121426-2016;Belgio-Bruxelles: Attuazione della Carta europea per la sicurezza stradale;Commissione europea;BEL;79411000;2016-05-31;Closed;2016-04-09+02:00;https://ted.europa.eu/it/notice/-/detail/121426-2016;TED
122998-2016;Italia-Milano: Servizi di consulenza di gestione finanziaria;Giunta regionale della Lombardia;ITA;79412000;;Unknown;2016-04-09+02:00;https://ted.europa.eu/it/notice/-/detail/122998-2016;TED
123056-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione;Service d'encadrement P&O;BEL;79410000, 79414000, 79419000;;Unknown;2016-04-09+02:00;https://ted.europa.eu/it/notice/-/detail/123056-2016;TED
123281-2016;Belgio-Bruxelles: Alice Management Group;Alice Management Group;BEL;79100000;;Unknown;2016-04-09+02:00;https://ted.europa.eu/it/notice/-/detail/123281-2016;TED
123335-2016;Belgio-Bruxelles: SRB/OP/1/2015 Lotto 3 — Prestazione di servizi di consulenza contabile, valutazione economica e finanziaria nonché consulenza giuridica;Comitato di risoluzione unico;BEL;79110000, 79140000;;Unknown;2016-04-12+02:00;https://ted.europa.eu/it/notice/-/detail/123335-2016;TED
123345-2016;Belgio-Bruxelles: DCI — Assistenza tecnica allo strumento di dialogo regionale UE-ASEAN rafforzato (E-READI);Unione europea;BEL;79411000;2016-05-03;Closed;2016-04-12+02:00;https://ted.europa.eu/it/notice/-/detail/123345-2016;TED
123346-2016;Belgio-Bruxelles: Cooperazione urbana internazionale: regioni e città sostenibili e innovative — programma d'azione regionale a favore dell'America latina;Unione europea;BEL;79410000;2016-04-29;Closed;2016-04-12+02:00;https://ted.europa.eu/it/notice/-/detail/123346-2016;TED
124713-2016;Belgio-Bruxelles: Servizi di consulenza in materia di sicurezza;Direction générale organisation judiciaire — direction infrastructure;BEL;79417000;;Unknown;2016-04-12+02:00;https://ted.europa.eu/it/notice/-/detail/124713-2016;TED
124994-2016;Belgio-Bruxelles: Bando di gara aperta per un contratto quadro multiplo in 12 lotti per la prestazione di competenze esterne nel settore della valutazione d'impatto a posteriori;Parlamento europeo, Directorate-General for Parliamentary Research Services (EPRS);BEL;79419000;;Unknown;2016-04-13+02:00;https://ted.europa.eu/it/notice/-/detail/124994-2016;TED
126178-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia Dipartimento risorse finanziarie e strumentali, personale e organizzazione sezione programmazione acquisti servizio e-procurement;ITA;79411000;2016-05-25;Closed;2016-04-13+02:00;https://ted.europa.eu/it/notice/-/detail/126178-2016;TED
126189-2016;Italia-Bologna: Servizi di organizzazione di eventi;Agenzia Regionale per la Prevenzione, l'Ambiente e l'Energia dell'Emilia-Romagna;ITA;79421000;2016-05-31;Closed;2016-04-13+02:00;https://ted.europa.eu/it/notice/-/detail/126189-2016;TED
126465-2016;Italia-Corigliano Calabro: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Comune di Corigliano Calabro;ITA;79000000;;Unknown;2016-04-13+02:00;https://ted.europa.eu/it/notice/-/detail/126465-2016;TED
128273-2016;Tunisia-Tunisi: ENI — Assistenza tecnica principale per il programma di sostegno ai media;Centro africano di perfezionamento dei giornalisti e comunicatori (CAPJC), potere delegato dalla presidenza del governo della Repubblica tunisina;TUN;79400000;2016-05-25;Closed;2016-04-15+02:00;https://ted.europa.eu/it/notice/-/detail/128273-2016;TED
128277-2016;Belgio-Bruxelles: Studi vari;Commissione europea, Directorate-General for Communications Networks, Content and Technology;BEL;79419000;;Unknown;2016-04-15+02:00;https://ted.europa.eu/it/notice/-/detail/128277-2016;TED
